2024-03-28 16:36:32,3857211698,Software Engineer,AIMQ DEVELOPMENT LLC,True,False
2024-03-28 16:40:05,3857211698,Software Engineer,AIMQ DEVELOPMENT LLC,True,True
2024-04-09 22:28:24,3860832233,0) Full Stack Engineer,Vital Tech Solutions,True,True
2024-04-09 22:35:42,3832283941,0) Quantitative Developer,Jobot,True,True
2024-04-09 22:36:15,3874275602,0) Sr Software Engineer (Warren),CIeNET Technologies,True,True
2024-04-09 22:36:35,3827214267,0) Full Stack AI Engineer,MOTOR Information Systems,True,True
2024-04-09 22:36:55,3854456823,0) Technical engineer or Embedded or System Engineer or Linux engineer,People Tech Group Inc,True,True
2024-04-09 22:37:12,3783795088,0) Embedded Software Engineer,LER TechForce,True,True
2024-04-09 22:41:05,3796905534,0) Mid Level Software Engineer,"Accessibility Services, Inc.",True,True
2024-04-09 22:41:28,3866228500,0) Mikrotik Engineer,Mad River Enterprises,True,True
2024-04-09 22:44:56,3880081547,0) DevOps Engineer,Camgian,True,True
2024-04-09 22:55:36,3818300577,1) CMM Programmer,Tenneco,True,True
2024-04-09 22:56:13,3812006594,1) Senior Software Engineer,"Revela, Inc.",True,True
2024-04-09 22:56:30,3764169601,1) Embedded Software Engineer,LER TechForce,True,True
2024-04-09 22:56:50,3864416985,1) Embedded Engineer,People Tech Group Inc,True,True
2024-04-09 22:57:40,3860849293,1) Embedded Software Engineer,Pure Talent Consulting,True,True
2024-04-09 23:03:01,3887422852,1) Dotnet Developer,Imetris Corporation,True,True
2024-04-09 23:07:22,3860352554,1) Senior Full Stack Shopify Developer,Akantro,True,True
2024-04-09 23:10:37,3885141730,1) Experienced Talend ETL Developer,"Retail Insights, LLC",True,True
2024-04-09 23:16:15,3875092654,"1) IT Ops Engineer II - Primarily Remote/On-Site 2-3 days/mth - MS Windows, Linux, Powershell",Conexess Group,True,True
2024-04-09 23:16:34,3885092790,1) Senior SAS Programmer - only W2,Intellisoft Technologies,True,False
2024-04-09 23:19:25,3827215295,1) Platform Engineer,RE/MAX,True,True
2024-04-09 23:19:59,3840470076,1) Software Engineer,InterEx Group,True,False
2024-04-09 23:20:33,3864393011,1) Application Developer,SysTechCorp Inc,True,False
2024-04-09 23:21:07,3881719303,1) Senior Cloud Developer,JRD Systems,True,False
2024-04-09 23:23:49,3840470076,1) Software Engineer,InterEx Group,True,True
2024-04-09 23:28:02,3885092790,1) Senior SAS Programmer - only W2,Intellisoft Technologies,True,False
2024-04-09 23:30:16,3885092790,1) Senior SAS Programmer - only W2,Intellisoft Technologies,True,True
2025-01-03 00:59:42,4068480668,Software Engineer - Autonomy,HonuWorx,True,True
2025-01-03 01:00:13,4069307931,Software Engineer,Stanford Black Limited,True,True
2025-01-03 01:00:45,4089522681,Machine Learning Engineer (3D Gaussian Splatting & NeRF),M-XR,True,True
2025-01-03 01:01:41,4114529095,Contract 12 months Outside IR35 - SC C++ & Qt Software Developer with Front-End Expertise,Puma Berry Ltd,True,True
2025-01-03 01:02:15,4093854184,Full Stack Engineer,Oho Group Ltd,True,True
2025-01-03 01:02:40,4095528573,Founding Engineer - AI native product,Inovo.vc,True,True
2025-01-03 01:03:31,4108455979,Founding Computer Vision Engineer,Munin,True,True
2025-01-03 01:03:58,4108455979,Founding Computer Vision Engineer,Munin,False,False
2025-01-03 01:04:32,4091176918,Keto Builder - No-code Software Developer,Keto Software,True,True
2025-01-03 01:04:50,4099220454,Software Engineer,Premier Group Recruitment,True,True
2025-01-03 01:05:15,4089995435,Software Engineer,Stott and May,True,True
2025-01-03 01:05:28,4091709372,Full Stack Developer,McGregor Boyall,True,True
2025-01-03 01:05:53,4091709372,Full Stack Developer,McGregor Boyall,False,False
2025-01-03 01:06:29,4094085394,Full Stack Engineer (Golang / TypeScript),Safe Intelligence,True,True
2025-01-03 01:06:48,4110340861,AI Software Engineer - Full Stack,Ulex,True,True
2025-01-03 01:07:13,4094085394,Full Stack Engineer (Golang / TypeScript),Safe Intelligence,False,False
2025-01-03 01:07:26,4083435657,Software Developer - Algos,Playtech,True,False
2025-01-03 01:07:52,4068023112,Software Engineer,Durlston Partners,True,True
2025-01-03 01:08:42,4106236777,Artificial Intelligence Engineer,FPSG,True,True
2025-01-03 01:09:35,4114414064,Full-Stack AI Engineer,DAININ BC,True,True
2025-01-03 01:10:15,4093667169,Associate Software Engineer,Caspian One,True,True
2025-01-03 01:12:01,4051575170,Data Software Engineer,Vertex Search,True,True
2025-01-03 01:12:24,4089523922,Machine Learning Engineer (Image Diffusion Models),M-XR,True,True
2025-01-03 01:12:47,4048324906,"Front-End Engineer, Institutional",Blockchain.com,True,True
2025-01-03 01:13:09,4112668053,Python Software Developer,London,True,True
2025-01-03 01:13:20,4092841730,Graduate Software Engineer,Oliver Bernard,True,True
2025-01-03 01:13:32,4112790378,Machine Learning Engineer,Harnham,True,True
2025-01-03 01:14:47,4114509512,"Software Engineer, React Native (Volunteer)",Tech Balance,True,True
2025-01-03 01:16:09,4057781449,Software Engineer,Adria Solutions Ltd,True,True
2025-01-03 01:16:32,4095194975,Graduate Software Engineer,Platform Recruitment,True,True
2025-01-03 01:16:54,4097719864,Graduate/Junior Software Engineer,Spectrum IT Recruitment,True,True
2025-01-03 01:17:24,4091509914,Full Stack Engineer,SR2,True,True
2025-01-03 01:17:42,4112682434,Software Engineer,Henderson Scott UK,True,True
2025-01-03 01:20:58,4114912699,Software Engineer,Ocho,True,True
2025-01-03 01:21:19,4033262481,Product Engineer - React/ TypeScript/ Next/ Node/ MongoDB - Tech Start-up - Remote - 3 years exp - £60k + equity,Opus Recruitment Solutions,True,True
2025-01-03 01:21:43,4112636989,"Graduate Software Engineer - Hybrid Working - £50,000 - £100,000 Base (+Bonus)",Hunter Bond,True,True
2025-01-03 01:25:05,4094454116,Junior Software Engineer,Understanding Recruitment,True,True
2025-01-03 01:45:28,4114583242,Data Scientist - Junior/Mid level,Two,True,True
2025-01-03 01:49:37,4096166143,Graduate Software Engineer,Oho Group Ltd,True,True
2025-01-03 01:59:47,4090308507,Frontend Developer,Durlston Partners,True,True
2025-01-03 02:00:17,4096154045,Application Developer,DCS Technology,True,True
2025-01-03 02:02:28,4114584110,Data Scientist - Junior/Mid level,Two,True,True
2025-01-03 02:03:48,4094442734,Graduate Software Developer,Oliver Bernard,True,True
2025-01-03 02:04:19,4094443675,Graduate Software Engineer - £30k - £40k,Oliver Bernard,True,True
2025-01-03 02:04:30,4114549152,Software Engineer,Eurofins Forensic Services,True,False
2025-01-03 02:05:35,4068243628,Recommendation Systems Machine Learning Engineer,Career Renew,True,True
2025-01-03 02:07:02,4095511711,Artificial Intelligence Consultant,Confidential,True,True
2025-01-03 02:07:26,4092138694,AI & Data Scientist Study & Internship,Refonte Learning,True,True
2025-01-03 02:07:44,4108505899,Python Developer,Searchability®,True,True
2025-01-03 02:25:09,4090948667,Software Engineer - Python (ML),Builder.ai,True,True
2025-01-03 10:30:55,4094421999,Software Engineer,LT Harper - Cyber Security Recruitment,True,True
2025-01-03 10:31:25,4103123186,Software Engineer,Pure Resourcing Solutions,True,True
2025-01-03 10:32:12,4104336159,Full Stack Engineer,Gravitas Recruitment Group (Global) Ltd,True,True
2025-01-03 10:32:35,4094463712,Full Stack Engineer,Shift F5 - Technology Recruitment,True,True
2025-01-03 10:33:06,4091411909,Senior React Web Engineer,Leo Recruitment Limited - IT Recruitment Solutions,True,True
2025-01-03 10:35:34,4109250891,Junior Full Stack Engineer,Levy Global,True,True
2025-01-03 11:06:09,4112908704,Junior Software Engineer,MPC Cloud Consulting Pvt Ltd,True,True
2025-01-03 11:06:21,4110010867,Associate Software Engineer,CareerXperts Consulting,True,True
2025-01-03 11:06:43,4102650487,Software Engineer,Harness,True,True
2025-01-03 11:14:02,4110850143,Software Engineer,ITILITE,True,True
2025-01-03 11:19:25,4103693475,Frontend Developer,Digital Gurus,True,True
2025-01-03 11:19:37,4048968134,Hypermill 5 Axis programmer,Pulse Engineering Ltd,True,True
2025-01-03 11:20:15,4048968134,Hypermill 5 Axis programmer,Pulse Engineering Ltd,False,False
2025-01-03 12:07:18,4115569367,Software / Data Engineer (AI),Darwin Recruitment,True,True
2025-01-03 12:15:13,4102986735,Mid-Level Software Engineer,Oliver Bernard,True,True
2025-01-03 12:15:32,4113604014,Python Developer,Understanding Recruitment NFP,True,True
2025-01-03 12:16:02,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,True,False
2025-01-03 12:16:47,4115402138,Python/Django Developer,SATIGO,True,True
2025-01-03 12:20:50,4094737501,"Full-Stack Developer with Work-Life Balance (JavaScript, Node.js, React)",Spidergap,True,True
2025-01-03 12:21:30,3958026157,1) (f2pool) Software Engineer - Back-end / Full-stack,stakefish,True,True
2025-01-03 12:22:16,4099996157,three.js developer,Opus Recruitment Solutions,True,True
2025-01-03 12:23:08,4091845532,Motoko Backend Developer,Specialist Recruit,True,True
2025-01-03 12:23:46,4104054842,1) .Net Full Stack Engineer,Hyqoo,True,True
2025-01-03 12:24:23,4114560063,Software Engineer (functional programming),Uniting Cloud,True,True
2025-01-03 12:26:13,4108548914,Founding Front-End Developer - AI Games Studio,Infinity Fiction,True,True
2025-01-03 12:28:15,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,True,False
2025-01-03 12:43:13,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,True,False
2025-01-03 12:43:53,4113609867,Full Stack Engineer,Ubique Systems,True,True
2025-01-03 12:44:30,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,True,False
2025-01-03 12:44:57,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,False,False
2025-01-03 12:45:29,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,False,False
2025-01-03 12:46:00,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,False,False
2025-01-03 12:46:27,4115253639,Software Engineering Trainee Program - No Experience Required,Refonte Learning,True,True
2025-01-03 12:47:09,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,True,False
2025-01-03 12:47:43,4038005635,"Software Engineer, Distributed Systems (Go and/or Rust)",Cloudflare,True,False
2025-01-03 13:14:18,4096152306,"Snr. Software Engineer (Python, C#, Vue3) (Remote in the United Kingdom)",KnowBe4,True,False
2025-01-03 13:14:30,4115569179,4) .Net Developer,iO Associates - UK/EU,True,True
2025-01-03 13:23:10,4094735542,"Full-Stack Developer with Work-Life Balance (JavaScript, Node.js, React)",Spidergap,True,True
2025-01-03 13:39:22,4102326158,Software Engineer,Hays,True,True
2025-01-03 13:44:37,4101171607,Software Engineer,Farmscan AG,True,True
2025-01-03 14:08:51,4102095615,Senior Web Full Stack Developer,Roku,True,False
2025-01-03 14:09:44,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:09:53,4112691788,Back End Developer,D R Newitt Recruitment,False,False
2025-01-03 14:10:19,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:10:45,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:11:10,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:11:38,4112950112,Developer,Techwiser Solutions Limited,False,False
2025-01-03 14:12:05,4112950112,Developer,Techwiser Solutions Limited,False,False
